City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
355,walla walla,46.0646,-118.343,22.15,53,100,4.12,US,1726181130
356,oltiariq,40.3919,71.4742,17.86,23,100,1.1,UZ,1726181132
357,alofi,-19.0595,-169.9187,26.94,69,75,7.2,NU,1726181133
358,bowen,-20.0167,148.2333,22.71,70,1,3.53,AU,1726181134
359,northam,51.0333,-4.2167,11.45,75,4,4.05,GB,1726181135
360,fortuna,40.5982,-124.1573,21.63,66,0,7.72,US,1726181136
361,undurkhaan,47.3194,110.6556,6.23,74,100,4.59,MN,1726181137
362,salalah,17.0151,54.0924,28.05,83,75,3.6,OM,1726181139
363,kalmunai,7.4167,81.8167,28.05,78,100,0.74,LK,1726181140
364,kristiansund,63.1115,7.732,9.36,66,75,6.17,NO,1726181141
365,thinadhoo,0.5333,72.9333,28.35,73,100,2.09,MV,1726181142
366,akureyri,65.6835,-18.0878,0.96,80,0,0.0,IS,1726181144
367,bengkulu,-3.8004,102.2655,23.94,86,67,2.62,ID,1726181146
368,iskateley,67.6803,53.1512,14.96,82,57,3.14,RU,1726181147
369,rustaq,23.3908,57.4244,29.7,42,5,2.38,OM,1726181149
370,tympaki,35.0729,24.7685,22.84,83,5,3.09,GR,1726181150
371,kirakira,-10.4544,161.9205,27.61,80,97,4.45,SB,1726181151
372,ar ruseris,11.8659,34.3869,25.29,84,100,2.28,SD,1726181153
373,goz beida,13.95,20.55,24.28,84,100,3.92,TD,1726181154
374,bereznik,62.8551,42.7072,16.63,72,98,2.45,RU,1726181155
375,santana,-0.0583,-51.1817,30.1,74,40,4.63,BR,1726181156
376,kotli,33.5167,73.9167,21.22,68,0,1.34,PK,1726181157
377,mukalla,14.5425,49.1242,27.08,76,64,1.7,YE,1726181158
378,altai,46.3722,96.2583,4.37,70,6,1.42,MN,1726181160
379,launceston,-41.45,147.1667,10.8,93,75,4.63,AU,1726181161
380,rapid city,44.0805,-103.231,32.94,22,75,9.26,US,1726180904
381,chilliwack,49.1747,-121.9443,21.03,71,83,2.57,CA,1726180621
382,ust'-ilimsk,58.0006,102.6619,3.67,90,89,2.06,RU,1726181164
383,grand baie,-20.0182,57.5802,20.25,79,38,0.45,MU,1726181165
384,marhaura,25.9667,84.8667,27.27,83,75,3.4,IN,1726181166
385,juneau,58.3019,-134.4197,11.9,95,100,7.2,US,1726180942
386,shubarkuduk,49.1447,56.4872,16.03,50,1,8.58,KZ,1726181169
387,bintulu,3.1667,113.0333,26.23,88,20,2.68,MY,1726181132
388,trat,12.5,102.5,25.47,93,100,0.45,TH,1726181171
389,chaman,30.9236,66.4512,22.01,13,0,1.97,PK,1726181172
390,dudinka,69.4058,86.1778,4.37,86,100,5.37,RU,1726181173
391,worland,44.0169,-107.9554,18.25,55,0,6.69,US,1726181175
392,zaragoza,41.6561,-0.8773,16.68,41,20,8.23,ES,1726180929
393,angaur state,6.906,134.13,28.36,78,100,13.58,PW,1726181177
394,la junta,37.985,-103.5438,36.16,11,0,6.69,US,1726181178
395,callao,-12.0667,-77.15,17.16,77,40,4.63,PE,1726181053
396,danville,36.586,-79.395,25.21,64,75,0.0,US,1726181124
397,vilyuysk,63.7553,121.6247,2.15,82,31,4.39,RU,1726181181
398,romblon,12.5751,122.2708,27.36,81,100,2.32,PH,1726181183
399,moengo,5.6167,-54.4,26.47,75,14,2.33,SR,1726181184
400,lundazi,-12.2929,33.1782,19.54,51,39,3.61,ZM,1726181186
401,altay,47.8667,88.1167,7.46,74,27,2.48,CN,1726181187
402,insar,53.8653,44.3738,17.27,53,99,3.58,RU,1726181188
403,trail,49.0998,-117.7022,21.01,45,100,1.41,CA,1726181190
404,kyabe,9.4515,18.9449,23.11,94,32,1.63,TD,1726181191
405,pisco,-13.7,-76.2167,19.03,72,0,2.57,PE,1726181192
406,keflavik,64.0049,-22.5624,5.24,93,40,3.09,IS,1726181193
407,alotau,-10.3069,150.4462,25.96,86,100,1.85,PG,1726181194
408,kani keli,-12.9536,45.1033,23.59,81,7,2.39,YT,1726181195
409,shetpe,44.1667,52.1167,20.74,33,3,3.0,KZ,1726181198
410,boyolangu,-8.1181,111.8935,22.38,95,40,0.65,ID,1726181199
411,cururupu,-1.8283,-44.8683,24.86,81,63,1.9,BR,1726181200
412,bubaque,11.2833,-15.8333,25.93,85,100,3.16,GW,1726181201
413,oranjemund,-28.55,16.4333,11.12,79,0,0.3,NA,1726181202
414,shubarshi,48.5872,57.1869,16.41,45,5,7.83,KZ,1726181204
415,peniche,39.3558,-9.3811,18.45,95,58,8.92,PT,1726181093
416,kosti,13.1629,32.6635,27.62,67,87,4.31,SD,1726181206
417,hammerfest,70.6634,23.6821,15.25,58,71,9.77,NO,1726181207
418,hozat,39.1083,39.2213,18.86,24,0,2.59,TR,1726181208
419,saldanha,-33.0117,17.9442,7.03,81,38,3.04,ZA,1726181209
420,puerto cabezas,14.0351,-83.3888,30.98,79,20,3.09,NI,1726181211
421,bayganin,48.6947,55.8742,16.71,49,1,7.73,KZ,1726181213
422,chibougamau,49.9168,-74.3659,22.79,56,0,2.06,CA,1726181214
423,okha,53.5739,142.9478,9.38,83,100,10.57,RU,1726181215
424,omaruru,-21.4333,15.9333,17.74,21,0,2.45,NA,1726181216
425,assab,13.0092,42.7394,31.99,71,100,2.04,ER,1726181218
426,maffra,-37.9667,146.9833,12.57,65,33,2.52,AU,1726181219
427,zahedan,29.4963,60.8629,14.95,14,0,4.12,IR,1726181220
428,lucapa,-8.4192,20.7447,20.81,74,54,1.09,AO,1726181221
429,vallenar,-28.5708,-70.7581,15.88,53,0,2.11,CL,1726181175
430,tual,-5.6667,132.75,26.41,76,96,9.57,ID,1726181223
431,asau,46.4333,26.4,13.86,90,24,2.1,RO,1726181225
432,i-n-salah,27.1935,2.4607,35.29,18,15,4.36,DZ,1726181226
433,suva,-18.1416,178.4415,26.71,78,75,4.63,FJ,1726181227
434,kuta,-8.7233,115.1723,24.97,94,75,1.54,ID,1726181228
435,paragominas,-2.9667,-47.4833,30.46,47,69,3.06,BR,1726181052
436,pionerskiy,54.9508,20.2275,14.91,86,100,7.61,RU,1726181230
437,saudarkrokur,65.7461,-19.6394,1.94,72,28,2.84,IS,1726181231
438,pacific grove,36.6177,-121.9166,20.82,85,0,5.14,US,1726181233
439,aral,40.5156,81.2636,19.6,33,4,4.02,CN,1726181234
440,contamana,-7.3333,-75.0167,33.64,31,84,1.41,PE,1726181235
441,sinop,41.7711,34.8709,17.38,75,9,2.75,TR,1726181236
442,miguel ahumada,30.6167,-106.5167,35.01,9,0,5.63,MX,1726181237
443,gornopravdinsk,60.05,69.9,10.61,96,6,1.88,RU,1726181238
444,bantay,17.5847,120.3892,26.62,88,100,1.04,PH,1726181240
445,ujae,8.9322,165.7642,28.46,72,96,1.42,MH,1726181241
446,revelstoke,50.9832,-118.2023,21.01,49,100,4.63,CA,1726181242
447,sao vicente,-23.9631,-46.3919,28.88,26,0,1.75,BR,1726180977
448,sosnovo-ozerskoye,52.5249,111.5418,0.83,72,0,1.47,RU,1726181244
449,tvoroyri,61.5556,-6.8111,8.6,61,57,7.7,FO,1726181245
450,arvi,20.9833,78.2333,23.4,89,100,4.48,IN,1726181247
451,veraval,20.9,70.3667,27.29,73,90,6.92,IN,1726181248
452,tadine,-21.55,167.8833,25.07,68,2,7.21,NC,1726181249
453,ploneour-lanvern,47.9,-4.2833,10.18,76,75,4.12,FR,1726181250
454,east ballina,-28.8667,153.5833,17.4,74,78,11.13,AU,1726181251
455,acarau,-2.8856,-40.12,25.31,79,47,8.02,BR,1726181252
456,nantucket,41.2835,-70.0995,20.06,73,0,2.57,US,1726181254
457,hotan,37.0997,79.9269,18.79,38,0,1.87,CN,1726181255
458,bajina basta,43.9708,19.5675,17.69,77,52,2.52,RS,1726181256
459,bayanhongor,46.7167,100.1167,2.95,95,100,1.48,MN,1726181257
460,san rafael del yuma,18.4299,-68.6739,30.11,79,24,3.11,DO,1726181258
461,nikel,69.4128,30.222,14.12,87,62,3.17,RU,1726181259
462,opuwo,-18.0607,13.84,20.23,24,6,2.8,NA,1726181260
463,makokou,0.5738,12.8642,21.19,96,97,0.36,GA,1726181262
464,iwamizawa,43.2003,141.7597,18.47,71,60,2.23,JP,1726181263
465,bichura,50.5881,107.6022,4.08,73,84,0.81,RU,1726181264
466,ta`u,-14.2336,-169.5144,26.2,84,85,9.47,AS,1726181265
467,cartagena,10.3997,-75.5144,29.79,75,40,2.57,CO,1726181172
468,chernyshevsk,52.5243,117.0174,3.01,44,0,1.02,RU,1726181267
469,tangalle,6.024,80.7911,26.0,87,100,4.64,LK,1726181269
470,hun,29.1268,15.9477,31.0,36,4,8.89,LY,1726181270
471,palu,-0.8917,119.8707,24.21,95,100,1.01,ID,1726181271
472,kapurthala,31.3794,75.3847,24.04,81,0,0.95,IN,1726181272
473,kokstad,-30.5472,29.4241,13.16,78,6,1.29,ZA,1726181273
474,alliance,40.9153,-81.1059,27.15,54,9,3.01,US,1726181274
475,kone,-21.0595,164.8658,29.36,49,1,1.15,NC,1726181276
476,betio village,1.358,172.9211,31.02,64,91,5.57,KI,1726181277
477,grenada,37.1882,-3.6067,21.2,51,0,3.09,ES,1726181278
478,hasaki,35.7333,140.8333,27.73,77,0,7.07,JP,1726181152
479,boende,-0.2167,20.8667,21.84,94,98,1.0,CD,1726181281
480,kerikeri,-35.2268,173.9474,15.35,62,99,3.21,NZ,1726181283
481,anlu,31.1661,112.5831,22.78,86,100,2.44,CN,1726181284
482,lethem,3.3803,-59.7968,29.93,57,76,2.82,GY,1726181285
483,nogliki,51.8333,143.1667,8.23,77,97,8.81,RU,1726181286
484,igarka,67.4667,86.5833,9.75,95,96,4.38,RU,1726181287
485,lincoln city,44.9582,-124.0179,18.72,89,43,1.79,US,1726181288
486,santa rosalia,27.3167,-112.2833,35.11,29,0,1.5,MX,1726181145
487,uyuni,-20.4597,-66.825,10.57,21,0,5.23,BO,1726181291
488,san nicolas,18.1725,120.5953,24.95,100,75,0.51,PH,1726181292
489,axim,4.8699,-2.2405,23.47,95,33,2.82,GH,1726181294
490,changji,44.0167,87.3167,15.44,58,0,1.0,CN,1726181295
491,kulhudhuffushi,6.6221,73.07,27.7,79,97,3.44,MV,1726181297
492,troy,42.6056,-83.1499,28.18,56,0,4.63,US,1726181138
493,maraba,-5.3686,-49.1178,31.1,45,4,0.51,BR,1726181299
494,george town,5.4112,100.3354,25.96,93,40,3.13,MY,1726181274
495,coquimbo,-29.9533,-71.3436,12.85,86,100,2.57,CL,1726181301
496,surab,28.4914,66.2585,19.98,24,0,2.13,PK,1726181302
497,rio grande,-32.035,-52.0986,13.75,96,100,4.58,BR,1726181120
498,gangtok,27.3333,88.6167,20.58,75,73,2.71,IN,1726181305
499,leon,21.1167,-101.6667,26.03,63,88,3.47,MX,1726181135
500,tzucacab,20.0667,-89.05,34.96,43,95,1.6,MX,1726181307
501,pont rouge,48.8833,-72.0825,19.8,75,96,1.79,CA,1726181308
502,dzhalagash,45.0833,64.6667,18.11,26,0,6.88,KZ,1726181309
503,calbuco,-41.768,-73.1273,8.28,85,100,3.13,CL,1726181221
504,walvis bay,-22.9575,14.5053,10.53,81,0,2.06,NA,1726181312
505,puerto cortez,15.8333,-87.95,30.01,78,47,3.43,HN,1726181313
506,douentza,14.9951,-2.9517,29.84,63,36,3.42,ML,1726181314
507,port shepstone,-30.7414,30.455,20.4,90,87,2.7,ZA,1726181315
508,saurimo,-9.6608,20.3916,23.4,49,91,2.25,AO,1726181316
509,san julian,21.0167,-102.1667,21.69,68,84,5.7,MX,1726181317
510,canguaretama,-6.38,-35.1289,21.73,85,28,4.41,BR,1726181318
511,macapa,0.0389,-51.0664,29.99,74,40,4.63,BR,1726181320
512,genhe,50.7833,121.5167,2.76,45,4,0.62,CN,1726181321
513,gobabis,-22.45,18.9667,17.96,17,4,2.87,NA,1726181322
514,kirensk,57.7853,108.1119,5.99,91,100,3.04,RU,1726181323
515,bozkurt,41.9577,34.0109,20.58,70,0,2.97,TR,1726181324
516,mucurici,-18.0933,-40.5158,22.14,71,2,5.31,BR,1726181325
517,portland,45.5234,-122.6762,20.96,71,100,4.12,US,1726181327
518,tshela,-4.9833,12.9333,22.29,94,75,0.89,CD,1726181328
519,bodo,67.28,14.405,12.02,79,0,2.57,NO,1726181329
520,santa cruz del sur,20.7147,-77.9956,30.16,70,100,4.02,CU,1726181330
521,olinda,-8.0089,-34.8553,25.85,73,40,4.63,BR,1726181331
522,pacasmayo,-7.4006,-79.5714,18.04,82,69,6.15,PE,1726181111
523,tallulah,32.4085,-91.1868,25.0,78,100,0.0,US,1726181333
524,itaituba,-4.2761,-55.9836,33.23,27,53,1.26,BR,1726181335
525,plattsburgh,44.6995,-73.4529,22.17,74,53,0.77,US,1726181300
526,tolanaro,-25.0319,46.9987,20.04,83,75,5.14,MG,1726181337
527,conception bay south,47.4999,-52.9981,15.51,79,10,3.72,CA,1726181338
528,comilla,23.4578,91.2044,26.29,93,99,2.26,BD,1726181339
529,afif,23.9065,42.9172,29.45,14,11,4.01,SA,1726181342
530,fasa,28.9383,53.6482,20.58,24,0,3.09,IR,1726181343
531,turpan,42.9333,89.1667,22.27,31,5,0.84,CN,1726181344
532,oroqen zizhiqi,50.5667,123.7167,4.74,45,1,1.44,CN,1726181345
533,puerto baquerizo moreno,-0.9,-89.6,22.55,94,40,6.17,EC,1726181346
534,ijui,-28.3878,-53.9147,18.01,97,76,3.14,BR,1726181347
535,palapye,-22.546,27.1251,20.75,43,3,3.12,BW,1726181349
536,xam nua,20.4197,104.0439,18.57,99,83,0.56,LA,1726181350
537,snyder,32.7179,-100.9176,30.19,37,0,3.6,US,1726181352
538,fortaleza,-3.7227,-38.5247,27.82,89,20,6.69,BR,1726180713
539,sisimiut,66.9395,-53.6735,3.2,84,0,0.59,GL,1726181354
540,san pedro pochutla,15.7333,-96.4667,31.84,77,75,1.98,MX,1726181141
541,kharp,66.8014,65.8081,13.04,82,65,3.76,RU,1726181357
542,lasalgaon,20.15,74.2333,20.49,90,100,4.17,IN,1726181358
543,concepcion del uruguay,-32.4825,-58.2372,14.99,76,99,2.24,AR,1726181342
544,zadar,44.1197,15.2422,17.34,94,40,2.06,HR,1726181362
545,kawalu,-7.3817,108.2082,20.45,96,56,0.43,ID,1726181363
546,port douglas,-16.4833,145.4667,23.45,70,34,3.78,AU,1726181364
547,ocos,14.5094,-92.1933,29.85,71,58,2.54,GT,1726181365
548,borovichi,58.3878,33.9155,17.83,79,100,2.97,RU,1726181366
549,zwedru,6.0667,-8.1281,21.72,99,64,1.37,LR,1726181368
550,bezhetsk,57.7851,36.6965,20.73,37,100,5.08,RU,1726181369
551,namsos,64.4662,11.4957,9.95,66,20,3.09,NO,1726181370
552,safi,32.1667,-8.8333,20.45,74,11,6.08,MA,1726181371
553,mount gambier,-37.8333,140.7667,11.65,83,100,2.33,AU,1726181372
554,nar'yan-mar,67.6713,53.087,14.99,82,57,3.16,RU,1726181373
555,dali,25.7,100.1833,15.92,92,94,0.87,CN,1726181374
556,castillos,-34.1667,-53.8333,10.29,85,90,1.86,UY,1726181376
557,dhanwar,24.4167,85.9833,25.69,84,100,3.68,IN,1726181377
558,bezdead,45.15,25.5167,17.22,88,40,2.76,RO,1726181378
559,utica,43.1009,-75.2327,23.83,73,46,1.52,US,1726181162
560,poronaysk,49.2167,143.1167,12.06,51,0,7.38,RU,1726181380
561,san luis de la loma,17.2706,-100.8939,29.31,76,37,1.59,MX,1726181381
562,margate,51.3813,1.3862,12.05,73,21,1.34,GB,1726181383
563,revda,56.801,59.9303,8.08,92,99,1.2,RU,1726181384
564,chhatarpur,24.9,79.6,24.03,92,100,5.39,IN,1726181385
